uniq_id,description,category,_len_description,lema_desc,stem_desc,_len__lem,_len__stem
1120bc768623572513df956172ffefeb,"Escort E-1700-906_Blk Analog Watch  - For Men, Boys
                         Price: Rs. 1,829
				
			If you have it, flaunt it! If this is your mantra then hit the streets in style wearing this black coloured analog watch for men from the house of Escort. The casing adds more appeal to this timepiece that can be worn on a rainy day, all thanks to its water resistance upto 10 atm.
If you have it, flaunt it! If this is your mantra then hit the streets in style wearing this black coloured analog watch for men from the house of Escort. The casing adds more appeal to this timepiece that can be worn on a rainy day, all thanks to its water resistance upto 10 atm.",Watches ,669,escort analog watch man boy price flaunt mantra hit street style wear black coloured analog watch man house escort casing add appeal timepiece wear rainy day thank water resistance upto atm flaunt mantra hit street style wear black coloured analog watch man house escort casing add appeal timepiece wear rainy day thank water resistance upto atm,escort analog watch men boy price flaunt mantra hit street style wear black colour analog watch men hous escort case add appeal timepiec worn raini day thank water resist upto atm flaunt mantra hit street style wear black colour analog watch men hous escort case add appeal timepiec worn raini day thank water resist upto atm,345,325
5479bb7028827d60000720a2c135976a,"Jack klein BlackLed Digital Watch  - For Boys - Buy Jack klein BlackLed Digital Watch  - For Boys  BlackLed Online at Rs.150 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,260,jack klein black led digital watch boy buy jack klein black led digital watch boy black lead online rs.150 india great discount genuine product day replacement guarantee free shipping cash delivery,jack klein black led digit watch boy buy jack klein black led digit watch boy black led onlin rs.150 india great discount genuin product day replac guarante free ship cash deliveri,197,180
733aa1e801a139fa8dc7be9f0eff5ee0,"North Moon IW-005-FK Silicone Ion Digital Watch  - For Boys, Girls, Women - Buy North Moon IW-005-FK Silicone Ion Digital Watch  - For Boys, Girls, Women  IW-005-FK Online at Rs.150 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,317,north moon iw-005 silicone digital watch boy girl woman buy north moon iw-005 silicone digital watch boys girl woman iw-005 online rs.150 india great discount genuine product day replacement guarantee free shipping cash delivery,north moon iw-005 silicon digit watch boy girl women buy north moon iw-005 silicon digit watch boy girl women iw-005 onlin rs.150 india great discount genuin product day replac guarante free ship cash deliveri,228,209
62c35de4df27437d3597963fac55a8b6,"Franck Bella FB74C Analog Watch  - For Boys, Men - Buy Franck Bella FB74C Analog Watch  - For Boys, Men  FB74C Online at Rs.780 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,263,franck bella b74 analog watch boy man buy franck bella b74 analog watch boy man b74 online rs.780 india great discount genuine product day replacement guarantee free shipping cash delivery,franck bella b74 analog watch boy men buy franck bella b74 analog watch boy men b74 onlin rs.780 india great discount genuin product day replac guarante free ship cash deliveri,188,176
33d97d63c037078cd3f08033966d6a88,"Ridas Apl_led_black Apple Shape Digital Watch  - For Boys - Buy Ridas Apl_led_black Apple Shape Digital Watch  - For Boys  Apl_led_black Online at Rs.249 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,289,ridas apl_led_black apple shape digital watch boy buy ridas apl_led_black apple shape digital watch boy apl_led_black online rs.249 india great discount genuine product day replacement guarantee free shipping cash delivery,rida apl_led_black appl shape digit watch boy buy rida apl_led_black appl shape digit watch boy apl_led_black onlin rs.249 india great discount genuin product day replac guarante free ship cash deliveri,222,202
d7ca2b06b4f4d3b98c61c377b18a2d6b,"Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys - Buy Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys  AD1057-Dark-Orange Online at Rs.1199 in India Only at Flipkart.com. Digital Chronograph, Alarm Watch, Light Function, Date & Month Display - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,390,skmei ad1057-dark orange sports analog digital watch man boy buy skmei ad1057-dark orange sports analog digital watch men boy ad1057-dark orange online india digital chronograph alarm watch light function date month display great discount genuine product day replacement guarantee free shipping cash delivery,skmei ad1057-dark orang sport analog digit watch men boy buy skmei ad1057-dark orang sport analog digit watch men boy ad1057-dark orang onlin india digit chronograph alarm watch light function date month display great discount genuin product day replac guarante free ship cash deliveri,308,285
f74476ba64365d97a5be7d375cbf4c7a,"Now SP-ETHNIC Analog Watch  - For Boys - Buy Now SP-ETHNIC Analog Watch  - For Boys  SP-ETHNIC Online at Rs.600 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,247,sp-ethnic analog watch boy buy sp-ethnic analog watch boy sp-ethnic online rs.600 india great discount genuine product day replacement guarantee free shipping cash delivery,sp-ethnic analog watch boy buy sp-ethnic analog watch boy sp-ethnic onlin rs.600 india great discount genuin product day replac guarante free ship cash deliveri,172,160
fda50982a672ef8835de5c1cc86f8bfc,"Franck Bella FB127A Analog Watch  - For Boys, Men - Buy Franck Bella FB127A Analog Watch  - For Boys, Men  FB127A Online at Rs.999 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,266,franck bella b127 analog watch boy man buy franck bella b127 analog watch boy man b127 online rs.999 india great discount genuine product day replacement guarantee free shipping cash delivery,franck bella b127 analog watch boy men buy franck bella b127 analog watch boy men b127 onlin rs.999 india great discount genuin product day replac guarante free ship cash deliveri,191,179
4788f5466992da09024b8ffcc8a5cba4,"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys - Buy Skmei DG0939-Red Sports Digital Watch  - For Men, Boys  DG0939-Red Online at Rs.999 in India Only at Flipkart.com. Digital Chronograph, Alarm Watch, Light Function, Date & Month Display - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,351,skmei dg0939-red sports digital watch man boy buy skmei dg0939-red sports digital watch man boy dg0939-red online rs.999 india digital chronograph alarm watch light function date month display great discount genuine product day replacement guarantee free shipping cash delivery,skmei dg0939-red sport digit watch men boy buy skmei dg0939-red sport digit watch men boy dg0939-red onlin rs.999 india digit chronograph alarm watch light function date month display great discount genuin product day replac guarante free ship cash deliveri,277,257
653826cd53f1d9e2c086c0ac7846ef70,"fastrack 38015PL01 Analog Watch  - For Men, Boys - Buy fastrack 38015PL01 Analog Watch  - For Men, Boys  38015PL01 Online at Rs.2495 in India Only at Flipkart.com. Stainless steel back cover. Hybrid case construction for a sportier and more rugged look with increased shock resistance. High precision quartz analogue movement. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,431,fastrack 38015p l01 analog watch man boy buy fastrack 38015p l01 analog watch man boy 38015p l01 online india stainless steel cover case construction sporty look increase shock resistance high precision quartz movement great discount genuine product day replacement guarantee free shipping cash delivery,fastrack 38015p l01 analog watch men boy buy fastrack 38015p l01 analog watch men boy 38015p l01 onlin india stainless steel cover case construct sportier look increas shock resist high precis quartz movement great discount genuin product day replac guarante free ship cash deliveri,303,282
3c74db45cbfc14a78b8466dca494b3bb,"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls - Buy Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls  WQ18 Online at Rs.7495 in India Only at Flipkart.com. Qibla Compass, Light, Azan Time Calculation - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,337,alfajr q18 qibla compass digital watch men boys girl buy alfajr q18 qibla compass digital watch men boys girl q18 online india qibla compass light azan time great discount genuine product day replacement guarantee free shipping cash delivery,alfajr q18 qibla compass digit watch men boy girl buy alfajr q18 qibla compass digit watch men boy girl q18 onlin india qibla compass light azan time great discount genuin product day replac guarante free ship cash deliveri,241,223
4aa047f14885c74f155ce5f973e14dff,"Disney 98189 Analog Watch  - For Boys, Girls - Buy Disney 98189 Analog Watch  - For Boys, Girls  98189 Online at Rs.900 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,255,disney 98189 analog watch boy girl buy disney 98189 analog watch boy girl 98189 online rs.900 india great discount genuine product day replacement guarantee free shipping cash delivery,disney 98189 analog watch boy girl buy disney 98189 analog watch boy girl 98189 onlin rs.900 india great discount genuin product day replac guarante free ship cash deliveri,184,172
7c4fec2331da8d40f2cb146eb198cb57,"Disney DW100405 Digital Watch  - For Boys - Buy Disney DW100405 Digital Watch  - For Boys  DW100405 Online at Rs.1345 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",Watches ,253,disney w100405 digital watch boy buy disney w100405 digital watch boy w100405 online india great discount genuine product day replacement guarantee free shipping cash delivery,disney w100405 digit watch boy buy disney w100405 digit watch boy w100405 onlin india great discount genuin product day replac guarante free ship cash deliveri,175,159
